S.No,Team Size,Release Frequency,Compliance,Scalability,Project Size,Project Length,Security Level,Recommended Tools
176,Large,Weekly,Low,Auto-scaling,Small,Short,Moderate,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Terraform, Nexus Repository"
177,Large,Weekly,High,Manual,Medium,Long,None,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
178,Medium,Weekly,Medium,Manual,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
179,Large,Daily,High,Auto-scaling,Large,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, JFrog Artifactory"
180,Large,Daily,Medium,None,Large,Short,Moderate,"Travis CI, GitHub, Docker, Grafana, None, SonarQube, Terraform, JFrog Artifactory"
181,Medium,Daily,Medium,Auto-scaling,Medium,Short,Moderate,"CircleCI, GitHub, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
182,Large,Monthly,High,None,Large,Long,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
183,Medium,Weekly,High,Auto-scaling,Small,Long,None,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
184,Large,Weekly,Low,Manual,Large,Long,None,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
185,Small,Daily,High,Manual,Medium,Long,None,"Jenkins, GitHub, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
186,Small,Weekly,High,Auto-scaling,Small,Medium,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
187,Large,Daily,High,None,Large,Short,Moderate,"Travis CI, GitHub, Docker, Prometheus, None, SonarQube, Terraform, JFrog Artifactory"
188,Large,Daily,Low,None,Large,Medium,Moderate,"Travis CI, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
189,Small,Weekly,Medium,None,Medium,Medium,Strict,"Jenkins, GitLab, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
190,Medium,Monthly,Low,Auto-scaling,Large,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
191,Large,Monthly,High,None,Large,Long,Strict,"Travis CI, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
192,Small,Weekly,Medium,None,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
193,Large,Monthly,Medium,Auto-scaling,Medium,Long,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
194,Medium,Monthly,Medium,Manual,Small,Long,Strict,"CircleCI, Bitbucket, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
195,Large,Weekly,Low,Manual,Medium,Medium,Moderate,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
196,Small,Monthly,Low,Manual,Medium,Long,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
197,Small,Monthly,Medium,None,Small,Long,Strict,"Jenkins, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
198,Medium,Monthly,High,None,Large,Medium,None,"CircleCI, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
199,Medium,Monthly,High,Auto-scaling,Medium,Long,Strict,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
200,Medium,Daily,Medium,None,Large,Medium,None,"CircleCI, GitHub, Docker, Grafana, None, OWASP ZAP, Ansible, JFrog Artifactory"
201,Small,Monthly,Low,None,Medium,Short,None,"Jenkins, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Terraform, Nexus Repository"
202,Small,Monthly,Medium,Auto-scaling,Small,Long,None,"Jenkins, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
203,Small,Weekly,Low,Manual,Large,Medium,None,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
204,Large,Weekly,Low,Auto-scaling,Small,Long,None,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
205,Medium,Daily,Low,Manual,Large,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
206,Medium,Weekly,Medium,Auto-scaling,Medium,Medium,Moderate,"CircleCI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
207,Small,Daily,Medium,Manual,Small,Medium,None,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
208,Small,Monthly,Medium,Manual,Medium,Long,Strict,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
209,Large,Monthly,Medium,Auto-scaling,Large,Medium,Strict,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
210,Small,Weekly,High,Auto-scaling,Large,Long,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
211,Small,Daily,Medium,Manual,Small,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
212,Large,Daily,High,None,Medium,Long,Strict,"Travis CI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
213,Medium,Weekly,Medium,Manual,Large,Medium,None,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
214,Medium,Monthly,Low,Auto-scaling,Large,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
215,Large,Daily,High,Manual,Medium,Medium,Strict,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
216,Small,Daily,Low,Manual,Medium,Long,Moderate,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
217,Large,Monthly,High,None,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, None, SonarQube, Terraform, Nexus Repository"
218,Small,Weekly,Low,Manual,Small,Long,Strict,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
219,Medium,Monthly,Low,Auto-scaling,Large,Medium,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
220,Large,Daily,High,Auto-scaling,Small,Medium,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
221,Medium,Monthly,Medium,None,Small,Medium,Moderate,"CircleCI, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
222,Large,Weekly,Low,None,Small,Medium,None,"Travis CI, GitLab, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
223,Large,Weekly,Medium,None,Medium,Medium,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
224,Small,Monthly,High,Manual,Small,Short,Strict,"Jenkins, Bitbucket, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
225,Large,Daily,Low,Auto-scaling,Large,Short,None,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
226,Large,Weekly,Medium,Manual,Small,Short,None,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
227,Small,Weekly,Low,Manual,Large,Short,Moderate,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
228,Medium,Weekly,Low,Manual,Medium,Short,None,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
229,Small,Weekly,Low,Manual,Large,Long,None,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
230,Large,Weekly,Medium,None,Medium,Long,None,"Travis CI, GitLab, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
231,Large,Weekly,Medium,Manual,Small,Short,None,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
232,Small,Daily,Low,None,Small,Medium,Moderate,"Jenkins, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
233,Large,Monthly,Low,Auto-scaling,Medium,Long,Strict,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
234,Medium,Weekly,Medium,None,Medium,Short,None,"CircleCI, GitLab, Docker, Grafana, None, OWASP ZAP, Terraform, Nexus Repository"
235,Small,Monthly,Low,Auto-scaling,Medium,Medium,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
236,Medium,Weekly,High,Auto-scaling,Large,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
237,Large,Monthly,Medium,Auto-scaling,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
238,Medium,Weekly,Low,Auto-scaling,Large,Medium,Strict,"CircleCI, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
239,Large,Weekly,Low,None,Large,Medium,Moderate,"Travis CI, GitLab, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
240,Medium,Weekly,Low,None,Small,Long,None,"CircleCI, GitLab, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
241,Small,Weekly,High,Manual,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, Nexus Repository"
242,Medium,Weekly,High,Auto-scaling,Small,Short,Strict,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
243,Small,Weekly,Medium,None,Small,Short,None,"Jenkins, GitLab, Docker, Grafana, None, OWASP ZAP, Terraform, Nexus Repository"
244,Medium,Daily,Low,Manual,Medium,Long,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
245,Small,Weekly,Low,None,Small,Medium,Strict,"Jenkins, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
246,Medium,Monthly,High,None,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
247,Small,Daily,High,None,Small,Short,None,"Jenkins, GitHub, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
248,Medium,Weekly,Low,Auto-scaling,Medium,Short,Strict,"CircleCI, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
249,Large,Daily,Low,Auto-scaling,Medium,Medium,None,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
250,Large,Monthly,Low,Manual,Small,Short,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
251,Medium,Daily,Medium,Manual,Medium,Long,Moderate,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
252,Medium,Monthly,High,Auto-scaling,Large,Long,None,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
253,Large,Weekly,Medium,None,Large,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
254,Medium,Monthly,Low,Auto-scaling,Large,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
255,Large,Weekly,Medium,Manual,Small,Medium,Moderate,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
256,Large,Weekly,High,Manual,Large,Long,Strict,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
257,Medium,Monthly,Low,Auto-scaling,Large,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
258,Large,Daily,Medium,Manual,Large,Medium,Strict,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
259,Large,Monthly,Low,Manual,Large,Short,Strict,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
260,Large,Monthly,Low,Manual,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
261,Medium,Daily,Medium,None,Large,Medium,None,"CircleCI, GitHub, Docker, Grafana, None, OWASP ZAP, Ansible, JFrog Artifactory"
262,Large,Monthly,Low,Auto-scaling,Small,Short,None,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
263,Medium,Monthly,Low,None,Small,Medium,None,"CircleCI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
264,Small,Monthly,Low,None,Small,Medium,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
265,Small,Weekly,Medium,Auto-scaling,Large,Long,Moderate,"Jenkins, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
266,Large,Daily,Low,Auto-scaling,Small,Short,None,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
267,Small,Monthly,Medium,None,Medium,Medium,Moderate,"Jenkins, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
268,Medium,Monthly,Medium,None,Small,Long,Strict,"CircleCI, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
269,Large,Monthly,High,Auto-scaling,Small,Long,Strict,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
270,Large,Weekly,Low,Manual,Large,Medium,None,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
271,Small,Daily,High,Auto-scaling,Medium,Short,Strict,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
272,Medium,Monthly,Medium,Manual,Medium,Short,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
273,Medium,Monthly,Low,Auto-scaling,Small,Long,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
274,Small,Weekly,High,Auto-scaling,Small,Medium,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
275,Large,Daily,Low,Auto-scaling,Large,Long,Strict,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
276,Medium,Daily,Medium,None,Medium,Long,Moderate,"CircleCI, GitHub, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
277,Medium,Daily,High,None,Large,Short,Moderate,"CircleCI, GitHub, Docker, Prometheus, None, SonarQube, Terraform, JFrog Artifactory"
278,Small,Weekly,High,None,Small,Short,Moderate,"Jenkins, GitLab, Docker, Prometheus, None, SonarQube, Terraform, Nexus Repository"
279,Small,Daily,Medium,None,Small,Long,Moderate,"Jenkins, GitHub, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
280,Medium,Weekly,High,Manual,Small,Short,None,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
281,Small,Weekly,High,Auto-scaling,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
282,Large,Weekly,Medium,Manual,Small,Medium,Moderate,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
283,Medium,Monthly,Low,Manual,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
284,Medium,Monthly,Low,Auto-scaling,Large,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
285,Small,Monthly,Medium,None,Large,Long,Moderate,"Jenkins, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
286,Large,Monthly,Low,Manual,Medium,Long,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
287,Large,Daily,High,Auto-scaling,Large,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
288,Large,Weekly,Medium,Auto-scaling,Small,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
289,Small,Daily,Medium,None,Small,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, None, SonarQube, Terraform, Nexus Repository"
290,Medium,Daily,Low,None,Small,Long,Moderate,"CircleCI, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
291,Small,Daily,High,None,Large,Medium,Moderate,"Jenkins, GitHub, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
292,Large,Daily,Medium,Manual,Medium,Short,Strict,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
293,Small,Daily,Medium,Manual,Large,Medium,Strict,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
294,Medium,Weekly,High,Auto-scaling,Large,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Terraform, JFrog Artifactory"
295,Large,Monthly,Medium,Auto-scaling,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
296,Medium,Monthly,Low,Manual,Large,Long,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
297,Medium,Daily,High,None,Small,Medium,Strict,"CircleCI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
298,Large,Monthly,Medium,Manual,Small,Medium,Strict,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
299,Medium,Monthly,Low,None,Large,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, JFrog Artifactory"
300,Small,Daily,Low,Auto-scaling,Medium,Short,Strict,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
301,Small,Weekly,Low,Manual,Large,Medium,Moderate,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
302,Medium,Monthly,High,Auto-scaling,Large,Long,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
303,Medium,Daily,Medium,None,Small,Medium,Strict,"CircleCI, GitHub, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
304,Medium,Monthly,Medium,Auto-scaling,Medium,Long,Strict,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
305,Medium,Monthly,Low,Manual,Large,Short,None,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
306,Small,Daily,Medium,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitHub, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
307,Large,Weekly,Medium,Auto-scaling,Large,Long,Strict,"Travis CI, GitLab, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
308,Small,Weekly,High,Manual,Large,Short,Strict,"Jenkins, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
309,Large,Daily,High,Auto-scaling,Large,Long,None,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
310,Large,Weekly,Low,Auto-scaling,Medium,Short,Moderate,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Terraform, Nexus Repository"
311,Medium,Daily,Low,None,Medium,Long,Moderate,"CircleCI, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
312,Medium,Daily,Low,Auto-scaling,Medium,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
313,Small,Monthly,Low,Manual,Medium,Medium,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
314,Small,Weekly,High,Manual,Large,Short,Moderate,"Jenkins, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
315,Medium,Weekly,High,None,Large,Medium,Strict,"CircleCI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
316,Medium,Monthly,High,None,Large,Short,Strict,"CircleCI, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Terraform, JFrog Artifactory"
317,Medium,Daily,High,Auto-scaling,Large,Long,Moderate,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
318,Small,Weekly,High,Auto-scaling,Small,Medium,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
319,Medium,Monthly,Low,Auto-scaling,Large,Long,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
320,Small,Weekly,High,Auto-scaling,Large,Medium,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
